exp_id,parent_id,date,approach,change,tier,n_features,cv_mean,cv_std,folds,delta,significant,lb,runtime_min,seed,config,verdict,gini_pred,total_rel_err,best_iters,notes
e0383,e0295,2026-08-24T17:50:00,nn_seq,"DETERMINISM CONTROL: e0295's exact command rerun on andrena (the partition e0295 itself was built on, job 24116151), distinct exp-id so nothing is overwritten",confirm,85,,,,0.0,n/a,,16.4,0;1;2,src/predict_usercv.py --variant full --exp-id e0383_ctl48 --hidden 48 --epochs 32 --seeds 3,keep,,,,"corr(e0383_ctl48, e0295_usercv48) = 1.0000000, mu/sd identical (2.2425/1.5485). CLUSTER.md §10's 'bit-identical WITHIN a GPU architecture' holds for the full-data 3-seed submit path too, not just CV runs. Blend-level residue 2.1e-06 -- essentially float noise in the calibration. CONSEQUENCE: unlike the seq case (e0381/e0382, apini->andrena), there is NO drift confound here at all, so a retraction arm reads against e0301 in ONE slot with no averaging argument needed."
e0384,e0295,2026-08-24T17:50:00,nn_seq,"RETRACT the usercv slot OUT of the guard zone: --guard-clean caps the training anchor grid at 2025-10-16 instead of 2026-01-14; epochs held at 32 to match the control",confirm,85,,,,,,,16.5,0;1;2,src/predict_usercv.py --variant full --exp-id e0384_gc48 --hidden 48 --epochs 32 --seeds 3 --guard-clean,park,,,,"BUILT, NOT SUBMITTED -- and the diagnostic argues against submitting. Retraction removes 90 of 365 anchors = 58,830,230 of 80,899,560 supervised user-days (72.7% retained). Member corr vs incumbent 0.996364; blend 1-corr vs e0301 = 0.000637, i.e. 2.59x the perturbation e0361 carried and 300x the e0383 drift floor -- so it is readable. ***BUT the retraction makes the member MORE correlated with the other two slots, not less: r vs (gbdt+seq)/2 goes 0.99559 -> 0.99764.*** The usercv slot is paid for DECORRELATION (§1b: e0141's solo rho is the LOWER of the two, 'its value is decorrelation, not accuracy'), and part of that decorrelation comes precisely from training on a DIFFERENT window than the gbdt and seq halves (both capped at 2025-10-16 by predict.py:77 / run_seq.py). Retracting aligns the windows and destroys it, while 27% less data also lowers rho_B. Both terms point the same way."
e0385,e0384,2026-08-24T17:50:00,nn_seq,"EPOCH BRACKET on the retraction: --guard-clean at 24 epochs instead of 32",confirm,85,,,,,,,12.4,0;1;2,src/predict_usercv.py --variant full --exp-id e0385_gc48e24 --hidden 48 --epochs 24 --seeds 3 --guard-clean,park,,,,"Exists to close the 'it only lost because 32 epochs is wrong for a smaller grid' objection. The bracket goes DOWNWARD only, and that direction is derived not guessed: predict_usercv.py batches over USERS (steps = ceil(250000/batch)), so retracting does NOT reduce optimiser steps -- every retained day is visited exactly as often as before on a 27% smaller support, so the overfitting optimum can only move DOWN from 32. Result: e0385 is close to e0384 (member corr 0.999513) and slightly MORE correlated with the rest of the blend (0.99807 vs 0.99764), so the epoch count is not the binding variable and the objection is closed."
e0386,e0361,2026-08-24T18:00:00,blend,"DIAGNOSTIC (no training): re-read e0361's loss to discriminate 'guard-zone training is intrinsically harmful' from 'it merely aligned the seq half's training window with the usercv slot's'",confirm,,,,,,,,0.1,n/a,scratchpad discriminating test on subs/e038x_* vs subs/e038ctl_*,keep,,,,"***THIS REINTERPRETS e0361 AND PREDICTS e0384.*** Extending the seq half INTO the guard zone moved it +0.00257 TOWARD the guard-trained usercv member (r 0.99561 -> 0.99819) while moving it -0.00075 AWAY from the clean gbdt half (0.99670 -> 0.99595). A pure quality degradation would lower correlation with everything; the move is SELECTIVE toward the one member sharing the new training window. So e0361's +0.000350 is at least partly a DECORRELATION loss, not proof that guard-zone data is intrinsically bad -- the two explanations are not exclusive and the gbdt drop shows some real degradation too. UNIFYING STATEMENT: the champion's three slots are TRAINING-WINDOW-DIVERSE (gbdt and seq to 2025-10-16, usercv to 2026-01-14) and that diversity is LOAD-BEARING; any move that aligns their windows, in EITHER direction, destroys blend value. The project's 'contradiction' is not a bug, it is a decorrelation source. e0384 is the mirror image (+0.00205 toward the other two) and is predicted to lose. ⚠ CAVEAT: r is not the currency (§1f, e0174) -- a more-correlated member can still pay if rho_B rises enough, and rho_B is unmeasurable here without OOF or a slot."
e0387,e0272,2026-08-24T20:00:00,nn_seq,"CV PRE-CHECK ARM A: --train-cap 2026-01-14 -- train on the champion's ACTUAL usercv grid (through the guard zone), score held-out users ONLY on guard-clean anchors",confirm,85,1.7515,,"[1.75150 mean; rho_in per fold 0.662626, 0.659705, 0.660248, 0.654924, 0.658448]",,,,90.2,0;1;2,src/run_usercv.py --variant full --hidden 48 --seeds 3 --train-cap 2026-01-14,keep,,,,"***THE QUESTION THE PROJECT RECORDED AS UNANSWERABLE BY CV, ANSWERED.*** §5.2/BACKLOG said no clean anchor exists to re-test the guard-zone TRAINING exclusion. True on the DATE-fold paths (training through the zone and validating earlier is incoherent there) -- but this path splits by USER, so a model trained through the guard zone can be scored at an EARLIER clean anchor on users it never saw. Users disjoint, architecture causal per-user, within-anchor rho invariant to the shared calendar level, so training past the scoring anchor cannot leak into the statistic. New additive flag --train-cap decouples the TRAINING mask from the SCORING mask (run_usercv.py tied them together via Mg, which is exactly why this looked impossible; --t-cut always scores AFTER the cut and cannot express it). PORT GATE: arm A's training mask = 80,899,560 user-days, the exact figure §1z-C item 5 independently quotes for this path -- so arm A reproduces the champion's grid byte-for-byte. Contamination quantified for the first time: 22,069,330 of 80,899,560 = 27.3% of the champion's LARGEST slot's training signal comes from anchors whose target windows have activity guaranteed by construction. rho_in 0.659190, AUC 0.84434."
e0388,e0387,2026-08-24T20:00:00,nn_seq,"CV PRE-CHECK ARM B: --train-cap 2025-10-16 -- identical, but the training grid RETRACTED out of the guard zone; scored on the SAME clean block",confirm,85,1.75184,,"[1.75184 mean; rho_in per fold 0.662495, 0.659564, 0.660089, 0.654834, 0.658329]",-0.000128,yes,,82.9,0;1;2,src/run_usercv.py --variant full --hidden 48 --seeds 3 --train-cap 2025-10-16,kill,,,,"***RETRACTING MAKES THE MEMBER WORSE. 0/5 FOLDS, -0.000128 within-anchor rho, 3.97 sigma*** on a noise floor measured from this instrument's own within-arm seed sd (0.000072 -> sd of the 5-fold mean 0.000032). Both arms score the identical 58,830,230-user-day clean block on held-out users, so the comparison is paired and the only difference is the training cap. CROSS-CHECK: 58,830,230 matches predict_usercv.py --guard-clean's independently-written count exactly. rho_partial vs the 9-member family (paired, same keys, 1,062,003 common): A 0.04632 -> B 0.03970, i.e. RETRACTING COSTS 14.3% OF THE MEMBER'S BLEND VALUE, predicted blend gain -0.00189 -> -0.00139. BOTH terms move against B and by similar amounts: quality rho_B 0.66339->0.66311 (-0.00029) and correlation-with-family r 0.99724->0.99757 (+0.00033, worth -0.00022 of e). So my r-only argument was HALF the story; the member is also simply worse. ⚠ CONFOUND, pre-registered: B trains on 27% fewer user-days, so 'guard-zone anchors help' is not separated from 'more data helps'. A WIN for B would have been clean; this loss is not. ⚠ The 0.046/0.040 absolute values are against the 9-member seq+gbdt family which EXCLUDES the usercv slot -- inflated vs the true bar (§E1); only the A-vs-B comparison is trustworthy. DECISION: do NOT submit e0384."
e0390,e0301,2026-08-24T21:10:00,blend,"Fold the three measured d48 architecture members (e0370-e0372) into the SEQ HALF, leaving the 4 GRU seed duplicates at d128; weights untouched. OOF projection only, no submit build",confirm,13,,,,0.0,no,,0.2,0,scratchpad seq-half d48 swap on 1,062,003 common OOF keys,kill,,,,"***MEMBER GAINS ARE REAL AND REACH THE BLEND AS EXACTLY ZERO.*** Standalone per-fold rho: TCN +0.000057, xformer +0.000195, GRU-deep +0.000364 (all three positive, the width finding a FOURTH time). Seq half: +0.000038 rho, corr(old,new) 0.999911. FULL BLEND: +0.000000, 2/5 folds, and fold 4 -- the most test-like -- is -0.000002. Projected LB 1.646454 vs e0301's 1.646456 at BOTH 1.00x and 0.88x pass-through, i.e. indistinguishable at the 6th decimal and 200x inside the 0.00038 paired-50k noise. THE DILUTION CHAIN, measured: member +0.00036 -> seq half +0.000038 (4 of 7 members unchanged AND the members correlate 0.9999, so a single member's gain is averaged away ~9x) -> blend +0.000000 (weight 0.38, then pass-through). This REPLICATES the 3b/BACKLOG finding 'improving a seq member to improve the blend = 3% pass-through' (e0113 was a genuinely better TCN at -0.00165 5/5 and moved the blend -0.00006). Only swapping the 3 ARCHITECTURE members, never the 4 GRU seeds, since BACKLOG records that narrowing the seeds was worse (-0.000024) by destroying seed diversity. VERDICT: do not build submit-mode d48 seq members; the BACKLOG 'ready to fold into the seq half' item is CLOSED for zero submissions."
e0391,e0301,2026-08-24T21:40:00,blend,"DIAGNOSTIC (no training): the exact admissibility bar for a TS-FM member, computed against the FULL CHAMPION on the FOLD scale -- correcting two scale errors -- plus a 2-member FM combination sweep",confirm,,,,,,,,0.2,0,scratchpad tsfm_bar.py on 1062003 common OOF keys,keep,,,,"***TWO SCALE ERRORS CORRECTED, AND THE GAP IS ~6x SMALLER THAN I STATED.*** (1) I quoted §1z-A's frontier rho_B >= 0.70378*r + 0.03133*sqrt(1-r^2) for FOLD-measured candidates; 0.70378 is the TEST-ANCHOR rho. On the frozen folds the champion sits at rho_M = 0.66342, a difference of +0.040, so the test constant overstates a fold-measured candidate's bar by ~0.04. My 'short by ~0.033' was wrong: e0915 is short by 0.0082, e0919 by 0.0054. (2) IDEAS §I29 states the bar as 'rho_B >= 0.641 at r 0.96' but measures it against the NINE-member seq+gbdt family, which EXCLUDES the usercv slot that is IN the champion -- the §E1 substitution. Against the full champion the bar at r 0.96 is 0.6441, and the 9-blend reading flatters a candidate by ~0.001. BAR TABLE vs full champion (rho_M 0.66342), rho_B needed for +0.0005 rho: r 0.90 -> 0.6083 | 0.94 -> 0.6324 | 0.96 -> 0.6441 | 0.97 -> 0.6498 | 0.98 -> 0.6553 | 0.99 -> 0.6604 | 0.995 -> 0.6627. WHERE THE ARMS SIT (pooled, 5 folds): e0915 rho_B 0.6355 r 0.9593 (short 0.0082, rho_partial -0.00415); e0919 rho_B 0.6499 r 0.9799 (short 0.0054, rho_partial -0.00151) -- e0919 is the CLOSEST anything in the project has come. COMBINATION SWEEP REFUTED: corr(e0915,e0919) = 0.96942, unusually decorrelated for this project, yet no weight clears -- margin is best at 0.1/0.9 (-0.0053, i.e. e0919 alone) and falls monotonically toward e0915. Averaging raises r as fast as rho, which is §1c's law and e0303's measured sign inversion. USE: any new TS-FM/LoRA arm is admissible iff it lands ABOVE its row in the bar table; judge it against the FULL champion, never the 9-blend."
e0392,e0391,2026-08-24T22:00:00,blend,"DIAGNOSTIC (no training): measure §I28's per-anchor trend claim on the MARGIN vs the admissibility bar, per fold, for both TS-FM members",confirm,,,,,,,,0.2,0,scratchpad per-anchor margin trend on 1062003 common OOF keys,kill,,,,"***THE TREND IS REAL, REPLICATES, AND DELIVERS ABOUT HALF OF WHAT IS NEEDED.*** §I28's correction downgraded the e0915 kill to PARK on the grounds that rho_partial rises monotonically with anchor date (= available history) and the TEST anchor has the longest histories of all, with a 'shaky, 4-month' linear extrapolation suggesting it could clear. Measured properly, as MARGIN = rho_B - bar against the FULL champion, per fold: e0915 [-0.0080, -0.0092, -0.0083, -0.0064, -0.0058], e0919 [-0.0062, -0.0071, -0.0051, -0.0031, -0.0042]. corr(fold_index, margin) = +0.808 for BOTH members independently -- so the trend is real and replicated, not a single-member artefact. BUT THE MAGNITUDE KILLS IT: over the folds' full 120-day span (2025-06-18 -> 2025-10-16) the margin improves only +0.0022 (e0915) / +0.0020 (e0919). The test anchor is another 120 days out, so the SAME linear extrapolation §I28 proposed yields ~+0.0020 more, against a fold-4 deficit of -0.0042. Extrapolated test-anchor margin ~-0.0022: STILL NEGATIVE, and it would take ~250 further days (an anchor in mid-2026) to reach zero. MECHANISM, and it deflates the story: rho_M itself rises 0.6553 -> 0.6750 across the folds, i.e. LATER ANCHORS ARE MORE PREDICTABLE FOR EVERYONE; the FM's rho_B rises only marginally faster (+0.0215 vs the champion's +0.0197). The trend is mostly the task getting easier, not the FM getting relatively better. WHAT AN ARM WOULD ACTUALLY NEED: at its current r, about +0.004 to +0.005 of rho_B over e0919; or ~-0.02 of r at constant rho_B. That is the target for the LoRA/backbone arms."
e0393,e0301,2026-08-24T22:30:00,blend,"DIAGNOSTIC (no training): (a) verify the champion sits at its calibration ceiling; (b) measure the fold-4 -> pooled rho_partial correction as a transferable instrument",confirm,,,,,,,,0.1,0,scratchpad calibration-optimality + fold4-pooled shift,keep,,,,"(a) CALIBRATION CEILING VERIFIED INDEPENDENTLY, not inherited. e0301 mu 2.330728 sd 1.630602 vs the optimum mu 2.3303 sd 1.631374; perfect recalibration is worth -2.4e-07 RMSLE. sd_L*sqrt(1-rho^2) at rho 0.703846 = 1.6464558 vs the measured 1.6464560. ***POST-PROCESSING IS CLOSED TO 2.4e-07, so the entire remaining +0.000633 rho must come from rho itself.*** (b) THE FOLD-4 -> POOLED CORRECTION, vs the FULL champion: e0915 +0.00591 -> -0.00415 (shift -0.01005); e0919 +0.00434 -> -0.00151 (shift -0.00586). Mean -0.00796. The two agree within 0.004 despite being different backbones, so the shift is a property of the FOLD SET rather than the model -- which is what makes it transferable. USE: a fold-4 rho_partial must exceed ~+0.008 vs the champion merely to reach ZERO pooled. ⚠ CAVEAT ON APPLYING IT TO e0921: that arm's logged fold-4 +0.00821 is measured against ITS OWN reference blend (rho 0.67435), not against the champion, so the correction is not directly transferable and the naive application (~+0.0002, range -0.0018..+0.0024) STRADDLES ZERO -- I first wrote 'negative' and that was overstated. THE ROBUST ARGUMENT NEEDS NO CROSS-REFERENCE ARITHMETIC: LoRA r=8 scores BELOW frozen e0919 on the same fold-4 instrument and the same reference (+0.00821 vs +0.0124), and e0919 pooled is -0.00151, so LoRA r=8 pooled is very unlikely to be positive. This corroborates §I29's weight-geometry prediction that fine-tuning trades away the external prior that decorrelates the member -- measured here as r rising 0.979 -> 0.98266 while rho_partial fell."
e0394,e0915,2026-08-24T23:30:00,nn_seq,"TS-FM backbone swap: TinyTimeMixer (MLP-Mixer, NO ATTENTION) replacing MOMENT-1-small as the frozen extractor; per-patch GRU head, fold 4, ONE change",confirm,,,,,,,,31.0,0,src/run_tsfm_gru.py --mode patch --backbone ttm --fold 4,kill,,,,"***THE DECORRELATION HYPOTHESIS WORKED MECHANICALLY AND STILL DOES NOT PAY.*** e0391's bar table said decorrelation is the CHEAP axis (bar 0.6553 -> 0.6441 -> 0.6324 as r goes 0.98 -> 0.96 -> 0.94) and e0392 showed LoRA moves r the WRONG way, so a no-attention backbone was the one lever aimed at the cheap axis. It DID decorrelate: r vs the full champion 0.95035, the most decorrelated TS-FM member the project has produced (MOMENT 0.96369, Chronos-Bolt 0.9799). But rho_B fell to 0.64230 from MOMENT's 0.65138. THE EXCHANGE RATE IS THE FINDING: dropping r by 0.0133 lowered the bar by 0.00786, while rho_B fell 0.00908 -- so the strength loss EXCEEDS the bar relief, ratio ~0.87, and the margin got WORSE (-0.00729 vs MOMENT's -0.00607). §1c's law ('decorrelation must come at comparable quality') now measured on the ARCHITECTURE axis for TS-FMs, at 385k params vs MOMENT-small's 35M. Fold-4 rho_partial vs champion +0.00345, against the ~+0.008 a fold-4 number must exceed merely to reach zero pooled (e0393)."
e0395,e0394,2026-08-24T23:30:00,nn_seq,"TTM + per-patch ABSOLUTE-SCALE stats (mean/std/min/max over 8 patches, 32 features) appended to the head -- the augmentation IDEAS §I29 calls load-bearing and e0915 lacks",confirm,,,,,,,,31.0,0,src/run_tsfm_gru.py --mode patch --backbone ttm --fold 4 --scale-stats,kill,,,,"The scale-aug WORKS on strength and CANCELS on decorrelation. rho_B 0.64230 -> 0.65294 (+0.01064, so recovering the absolute scale FMs strip by instance-normalising is genuinely worth something for a 30-day SUM target) but r 0.95035 -> 0.96717 (+0.01682), and the margin is unchanged-to-worse (-0.00729 -> -0.00653 on margin, but fold-4 rho_partial vs champion COLLAPSES +0.00345 -> +0.00042). Mechanism: absolute scale is exactly what the GBDT and GRU halves already encode, so adding it moves the FM member TOWARD the family. §I29 was right that it is load-bearing for strength and wrong that it helps the blend -- the two are opposed here."
e0396,e0915,2026-08-24T23:30:00,nn_seq,"PORT GATE: the MOMENT path re-run through the refactored runner (--backbone moment, no scale-stats) to verify the additive TTM branch does not perturb it",confirm,,,,,,,,54.0,0,src/run_tsfm_gru.py --mode patch --backbone moment --fold 4,keep,,,,"***PARTIAL PASS, AND THE FAILURE MODE IS THE USEFUL PART.*** rho reproduces to 2e-05 (0.651283 vs e0915's 0.651262) and rho_partial vs champion is +0.00440 -- so the refactor did not break the MOMENT path. BUT corr(log preds, e0915) is only 0.98997 with max|dlog| 3.28: THE HARNESS IS NOT DETERMINISTIC. run_tsfm_gru.py sets torch.manual_seed but never cudnn.deterministic, so two runs of an identical config diverge at the individual-prediction level while agreeing on aggregate rho. CONSEQUENCE, and it bounds every fold-4 TS-FM comparison in this project: run-to-run noise on rho_partial is ~0.0014 (e0915 logged +0.01124 vs this run's +0.00980 against the 9-blend), which is the SAME SIZE as the differences between the arms being compared. So the TTM-vs-MOMENT margin gap of 0.00122 is INSIDE run noise -- the honest claim is 'neither clears', not 'TTM is worse than MOMENT'. Add cudnn.deterministic before any future single-fold TS-FM comparison is trusted."
e0397,e0396,2026-08-24T23:55:00,nn_seq,"FM head data-scale: MOMENT at 10 anchors x 120k = 1.2M head-training rows (5x the 240k every TS-FM arm has used) -- OOM KILLED",confirm,,,,,,,,11.6,0,src/run_tsfm_gru.py --backbone moment --fit-anchors 10 --train-users 120000,broken,,,,"OUT_OF_MEMORY, MaxRSS 188.7 GB against a 180G request, killed at np.concatenate immediately after the eval extraction finished. CAUSE IS ARITHMETIC, not a leak: MOMENT-small emits 64 patches x 512 dims per user, so 1.2M rows is 78.6 GB of fp16 and plain np.concatenate needs BOTH copies alive (157 GB) plus 14.7 GB of eval patches plus the 2.66 GB panel. FIX: cat_free() allocates the output once and drops each chunk as it lands, holding the peak at ~1x plus one chunk. (TTM emits 8 x 192 = 21x smaller and never had the problem.) Relaunched as e0398/e0399."
e0398,e0394,2026-08-25T00:40:00,nn_seq,"FM head data-scale on TTM: 10 anchors x 120k = 1.2M head-training rows vs e0394's 6 x 40k = 240k (5x), backbone FROZEN so only the head changes",confirm,,,,,,,,38.0,0,src/run_tsfm_gru.py --backbone ttm --fit-anchors 10 --train-users 120000,kill,,,,"***THE HEAD WAS DATA-LIMITED -- AND MY PRE-REGISTERED PREDICTION WAS HALF WRONG.*** rho_B 0.64230 -> 0.65660 (+0.01430, the largest single move any TS-FM lever has produced). But I predicted r would stay FLAT because the backbone is frozen and the representation unchanged; r rose 0.95035 -> 0.97181 (+0.02146). MECHANISM: a better-fit head converges toward the SAME conditional mean every other model fits, so part of TTM's headline decorrelation (r 0.950) was UNDERFITTING, not orthogonality -- §1c's 'decorrelated because weaker' quadrant in a new disguise. Net margin vs the champion bar improves only +0.00201 (-0.00729 -> -0.00528) because rising r eats most of the strength gain. That is ~1.5 sigma on the ~0.0014 run-to-run noise e0396 measured, so suggestive not established."
e0399,e0396,2026-08-25T00:40:00,nn_seq,"FM head data-scale on MOMENT: 10 anchors x 60k = 600k rows vs 240k (2.5x), with the cat_free memory fix -- the REPLICATION of e0398 on a different backbone",confirm,,,,,,,,42.0,0,src/run_tsfm_gru.py --backbone moment --fit-anchors 10 --train-users 60000,kill,,,,"***REPLICATES e0398's PATTERN, AND THE CONVERGENCE IS THE REAL FINDING.*** MOMENT 240k -> 600k: rho_B +0.00462, r +0.00711, margin +0.00068 -- same signs, same shape, on a completely different backbone, so the data-limitation is a property of the RECIPE not of TTM. THE STRIKING RESULT: once each head has enough data the two backbones LAND IN THE SAME PLACE -- TTM@1.2M rho_B 0.65660 r 0.97181 vs MOMENT@600k rho_B 0.65600 r 0.97080, i.e. |d rho_B| 0.00060 and |d r| 0.00101. An MLP-Mixer with 384,896 parameters and a 35M-parameter T5 encoder, pretrained on different corpora with different objectives, converge to within 0.0006. THE FM BACKBONE WAS NEVER THE BINDING CONSTRAINT -- §1s's thesis (everything converges to the same conditional mean) now demonstrated across the pretrained-representation axis too. CONSEQUENCE: scaling head data raises r alongside rho_B, so the margin asymptotes SHORT of zero; data alone does not reach the bar, and neither does swapping backbones."
e0400,e0101,2026-08-25T02:00:00,nn_seq,"CHANNEL SUBSET: behavioural only (presence,searches,cat,s2c,c2c,cart) -- deliberately GMV-BLIND. New --channels flag on run_seq.py",confirm,6,1.91164,0.01104,"[1.91199, 1.9237, 1.92149, 1.90825, 1.89279]",0.14706,yes,,3.3,0,configs/e0400_seq_beh.yaml --channels presence,searches,cat,s2c,c2c,cart,kill,,,,"***THE MOST DECORRELATED MEMBER IN PROJECT HISTORY, AND STILL TOO WEAK.*** r vs the FULL champion = 0.88103 -- every tabular/NN member ever built sits at r >= 0.94 and the seq family at 0.998. But rho_B 0.58269 against a bar of 0.59668 at that r: SHORT BY 0.01400. §1c's law again. Standalone it barely beats the naive baseline (cv 1.91164 vs naive ~1.9086), so the gmv-blind view has almost no independent signal. ⚠ BUT the behavioural channels are NOT worthless -- all 13 together (1.76458) beat monetary-only (1.78024) by 0.0157, so they act as a MODIFIER on the monetary signal rather than a standalone predictor, which is exactly why splitting them out destroys their value."
e0401,e0101,2026-08-25T02:00:00,nn_seq,"CHANNEL SUBSET: monetary only (buy,s2o,c2o,gmvs,gmvc,ord,gmv)",confirm,7,1.78024,0.02328,"[1.78993, 1.81102, 1.79219, 1.76272, 1.74534]",0.01566,yes,,3.3,0,configs/e0401_seq_mon.yaml,kill,,,,"rho_B 0.65420, r 0.98671, margin -0.00459. Worse than the joint 13-channel model on BOTH strength and margin."
e0402,e0101,2026-08-25T02:00:00,nn_seq,"CHANNEL SUBSET: the single gmv channel -- the per-channel extreme of the user's '13 GRUs' proposal",confirm,1,1.78194,0.02357,"[1.79142, 1.81309, 1.79443, 1.76405, 1.74672]",0.01736,yes,,3.3,0,configs/e0402_seq_gmv1.yaml --channels gmv,kill,,,,"***ONE CHANNEL IS WITHIN 0.0017 OF SEVEN.*** gmv alone 1.78194 vs the whole monetary family 1.78024 -- the buy/gmvs/gmvc/ord/s2o/c2o channels add essentially nothing over gmv, which the algebraic dependencies predict (gmv = gmvs+gmvc, ord = s2o+c2o, buy = 1{gmv>0}). Independently reproduces e0140's finding that a GRU on FOUR gmv features lands within 0.003 rho of the 85-feature model. rho_B 0.65337, r 0.98566, margin -0.00489. ***VERDICT ON THE 13-GRU PROPOSAL: every split is worse than the joint model. The all-13 GRU's margin (-0.00200) is the BEST of anything measured this session*** -- better than every TS-FM arm (-0.0042..-0.0073) and every channel subset."
e0405,e0400,2026-08-25T02:10:00,blend,"DIAGNOSTIC (no training): do the TWO independent routes to the r~0.88 correlation floor combine to clear the bar? Weight sweep over the gmv-blind channel model and the pure-correlation-loss model",confirm,,,,,,,,0.1,0,scratchpad frontier-combination sweep on 1062003 OOF keys,kill,,,,"***THE DECORRELATION FRONTIER IS CLOSED FROM BOTH SIDES.*** Two completely unrelated routes reach this project's correlation floor and land in almost the same place: gmv-blind channels (r 0.88103, rho 0.58269) and pure-correlation-loss training (r 0.78441, rho 0.52066; the d128 variant was r 0.879/rho 0.582). corr between the two routes = 0.69045 -- genuinely different errors, and the geometry FORCES mutual corr >= 2*0.88^2-1 = 0.549 for two members that each correlate 0.88 with the champion. Weight sweep: best margin -0.01159 at 0.3*beh + 0.7*corr, versus -0.01400 and -0.01571 alone. So combining helps but nowhere near enough, and the result is still 5.8x worse than the plain all-13 GRU's -0.00200. MECHANISM: averaging two decorrelated members cancels their idiosyncratic parts and leaves the SHARED part, which is what correlates with the champion -- so r rises exactly as fast as rho (r_avg = 2*0.88/sqrt(2+2c)). ***You can buy decorrelation down to r ~ 0.88 on this data, and it costs you down to rho ~ 0.58 every time; the bar at r 0.88 is 0.597.*** The frontier sits just below what would pay, and no combination of frontier members moves it."
e0403,e0101,2026-08-25T02:40:00,nn_seq,"NEW ARCHITECTURE cigru: one recurrence PER CHANNEL (shared weights + learned channel embedding, so all 13 run as ONE cuDNN call at batch B*C), fused only after the sequence is consumed. Per-channel width 16",confirm,13,1.76503,0.02095,"[1.77302, 1.79263, 1.77608, 1.75063, 1.73278]",0.00045,no,,20.5,0,configs/e0403_cigru16.yaml,kill,,,,"***THE 'SAME INFORMATION, DIFFERENT INDUCTIVE BIAS' TEST -- BACKLOG's own stated condition for useful diversity -- AND IT PRODUCES A TWIN.*** Every other seq model projects the 13 channels into one d-dim vector PER DAY and then runs a recurrence, so channels mix BEFORE any temporal processing; cigru inverts that ordering and lets them interact only at the fusion head. Result: cv 1.76503 vs e0101's 1.76458 (+0.00045, 2.2 sigma on the nn_seq sigma of 0.00020) and admissibility IDENTICAL -- rho_B 0.66149 vs 0.66172, r vs champion 0.99766 vs 0.99796, MARGIN -0.00214 vs -0.00200. corr(cigru, e0101) = 0.99591, marginally MORE decorrelated than the transformer's 0.99660 but nowhere near enough to matter. Causality guard passed on the real module before training. CONCLUSION: reordering WHEN the channels mix changes essentially nothing -- the model finds the same answer either way, which is §1s's thesis reaching the architecture-ordering axis."
e0404,e0403,2026-08-25T02:40:00,nn_seq,"cigru per-channel width 16 -> 32 (capacity bracket)",confirm,13,1.76506,0.02162,"[1.77308, 1.79397, 1.77642, 1.74936, 1.73248]",0.00003,no,,22.8,0,configs/e0404_cigru32.yaml,kill,,,,"Doubling per-channel width changes nothing: cv +0.00003, margin -0.00214 identical to w16, corr(w16,w32) = 0.99838. So the cigru null is NOT a capacity artefact -- the bracket exists because the project's width finding shows capacity binds hard on this path, and here it does not bind at all. Both cigru arms sit exactly where the joint GRU sits."
e0406,e0301,2026-08-25T03:00:00,blend,"DIAGNOSTIC (no training): plot every candidate's (r, rho_B) against the §1f admissibility bar CURVE, pooled 5-fold vs the full champion -- the closure stated as geometry rather than as a list of nulls",confirm,,,,,,,,0.1,0,scratchpad frontier-vs-bar table on 1062003 OOF keys,keep,,,,"***THE ACHIEVABLE CURVE LIES STRICTLY BELOW THE BAR EVERYWHERE, AND THE GAP IS MONOTONE IN r.*** Eight members spanning correlation-loss training, gmv-blind channel restriction, three frozen TS-FMs, two channel subsets, a channel-independent recurrence, and the incumbent: gap runs -0.01571 (r 0.784) -> -0.01399 (0.881) -> -0.00814 (0.959) -> -0.00532 (0.980) -> -0.00488 (0.986) -> -0.00459 (0.987) -> -0.00214 (0.998) -> -0.00199 (0.998, the incumbent). Negative at every point, monotone increasing in r, converging to the bar only as r->1 where the candidate IS the incumbent and adds nothing by construction. NO INTERIOR SWEET SPOT, so no r is worth aiming at. THE TRANSFERABLE NUMBER: decorrelation costs accuracy faster than the bar falls -- incumbent -> gmv-blind drops r by 0.117 and rho_B by 0.079 while the bar drops only 0.067, i.e. ~1.18 units of rho_B per unit of bar relief. ⚠ I NEARLY PUBLISHED A FALSE POSITIVE: the first version of this table included the FOLD-4-ONLY TS-FM arms (e0394-e0399) next to pooled members, and they showed POSITIVE gaps +0.0038..+0.0058, reading as 'TTM clears the bar'. They do not -- fold-4 rho_B against a POOLED bar credits the candidate with the 0.012 the champion loses when averaged over harder anchors (fold-4 rho_M 0.67502 vs pooled 0.66342). This is the SAME scale error e0391 was written to correct, repeated within the hour on the same axis; it survived only because the table was recomputed before being reported. RULE: a fold-4 number and a pooled number may never appear in one comparison."
